"Date","Facebook Page","Followers","Net Follower Growth","Published Posts","Views","Organic Views","Paid Views","Reach","Engagements","Reactions","Comments","Shares","Post Link Clicks","Other Post Clicks","Page Actions","Engagement Rate (per View)","Video Views","Full Video Views","Partial Video Views","Organic Video Views","Organic Full Video Views","Organic Partial Video Views","Paid Video Views","Paid Full Video Views","Paid Partial Video Views","Click to Play Video Views","Autoplay Video Views"
"05-12-2026","The Chicago Public Education Fund","2,732","1","0","1,713","1,713","0","988","203","35","5","3","1","159","0","11.85%","52","6","46","52","6","46","0","0","0","0","52"
"05-13-2026","The Chicago Public Education Fund","2,731","1","0","864","864","0","540","64","11","5","0","1","47","0","7.41%","27","5","22","27","5","22","0","0","0","0","27"
"05-14-2026","The Chicago Public Education Fund","2,733","1","1","659","659","0","476","30","4","1","0","0","25","0","4.55%","188","26","162","188","26","162","0","0","0","0","188"
"05-15-2026","The Chicago Public Education Fund","2,733","0","1","724","724","0","434","29","3","1","0","1","24","0","4.01%","90","14","76","90","14","76","0","0","0","0","90"
"05-16-2026","The Chicago Public Education Fund","2,733","0","0","314","314","0","189","75","4","0","0","0","71","0","23.89%","35","3","32","35","3","32","0","0","0","0","35"
"05-17-2026","The Chicago Public Education Fund","2,733","0","0","197","197","0","115","22","2","0","0","0","20","0","11.17%","18","6","12","18","6","12","0","0","0","0","18"
"05-18-2026","The Chicago Public Education Fund","2,734","1","0","192","192","0","90","5","1","0","0","0","4","0","2.6%","16","2","14","16","2","14","0","0","0","0","16"
"05-19-2026","The Chicago Public Education Fund","2,734","0","0","136","136","0","86","1","1","0","0","0","0","0","0.74%","15","2","13","15","2","13","0","0","0","0","15"
"05-20-2026","The Chicago Public Education Fund","2,734","0","1","277","277","0","163","0","0","0","0","0","0","0","0%","17","3","14","17","3","14","0","0","0","0","17"
"05-21-2026","The Chicago Public Education Fund","2,735","0","0","168","168","0","116","7","3","0","0","3","1","0","4.17%","11","2","9","11","2","9","0","0","0","1","10"
"05-22-2026","The Chicago Public Education Fund","2,734","-1","0","151","151","0","96","1","1","0","0","0","0","0","0.66%","18","5","13","18","5","13","0","0","0","0","18"
"05-23-2026","The Chicago Public Education Fund","2,734","1","0","147","147","0","95","0","0","0","0","0","0","0","0%","17","4","13","17","4","13","0","0","0","1","16"
"05-24-2026","The Chicago Public Education Fund","2,734","0","0","158","158","0","85","0","0","0","0","0","0","0","0%","17","8","9","17","8","9","0","0","0","1","16"
"05-25-2026","The Chicago Public Education Fund","2,738","4","1","3,921","3,921","0","1,746","0","0","0","0","0","0","0","0%","16","3","13","16","3","13","0","0","0","0","16"
"05-26-2026","The Chicago Public Education Fund","2,738","0","0","1,704","1,704","0","893","963","331","190","15","0","427","0","56.51%","13","2","11","13","2","11","0","0","0","0","13"
"05-27-2026","The Chicago Public Education Fund","2,739","1","0","736","736","0","378","79","29","11","1","0","38","0","10.73%","12","2","10","12","2","10","0","0","0","0","12"
"05-28-2026","The Chicago Public Education Fund","2,740","1","1","2,082","2,082","0","1,152","118","34","6","1","0","77","0","5.67%","21","5","16","21","5","16","0","0","0","1","20"
"05-29-2026","The Chicago Public Education Fund","2,750","9","1","4,402","4,402","0","1,707","114","17","3","0","0","94","0","2.59%","45","4","41","45","4","41","0","0","0","0","45"
"05-30-2026","The Chicago Public Education Fund","2,759","8","0","6,509","6,509","0","3,177","565","99","49","4","0","413","0","8.68%","49","4","45","49","4","45","0","0","0","0","49"
"05-31-2026","The Chicago Public Education Fund","2,763","5","0","1,606","1,606","0","699","743","135","76","1","0","531","0","46.26%","29","3","26","29","3","26","0","0","0","1","28"
"06-01-2026","The Chicago Public Education Fund","2,767","4","1","1,328","1,328","0","747","167","24","11","0","0","132","0","12.58%","27","10","17","27","10","17","0","0","0","1","26"
"06-02-2026","The Chicago Public Education Fund","2,767","0","0","809","809","0","463","80","18","3","1","0","58","0","9.89%","11","1","10","11","1","10","0","0","0","0","11"
"06-03-2026","The Chicago Public Education Fund","2,770","3","1","569","569","0","321","28","6","4","0","0","18","0","4.92%","15","6","9","15","6","9","0","0","0","0","15"
"06-04-2026","The Chicago Public Education Fund","2,770","0","0","329","329","0","182","13","4","1","0","5","3","0","3.95%","23","9","14","23","9","14","0","0","0","0","23"
"06-05-2026","The Chicago Public Education Fund","2,771","1","0","407","407","0","131","4","1","0","0","0","3","0","0.98%","32","4","28","32","4","28","0","0","0","0","32"
"06-06-2026","The Chicago Public Education Fund","2,772","1","0","150","150","0","77","5","2","0","0","0","3","0","3.33%","9","2","7","9","2","7","0","0","0","0","9"
"06-07-2026","The Chicago Public Education Fund","2,773","1","0","147","147","0","77","0","0","0","0","0","0","0","0%","9","2","7","9","2","7","0","0","0","0","9"
"06-08-2026","The Chicago Public Education Fund","2,774","1","1","785","785","0","449","9","4","0","0","0","5","0","1.15%","9","1","8","9","1","8","0","0","0","0","9"
"06-09-2026","The Chicago Public Education Fund","2,774","0","0","366","366","0","228","18","11","0","0","0","7","0","4.92%","5","0","5","5","0","5","0","0","0","0","5"
"06-10-2026","The Chicago Public Education Fund","2,775","1","0","275","275","0","92","11","3","2","0","0","6","0","4%","12","3","9","12","3","9","0","0","0","0","12"
"06-11-2026","The Chicago Public Education Fund","2,775","0","0","125","125","0","62","12","7","0","0","1","4","0","9.6%","4","1","3","4","1","3","0","0","0","0","4"
"06-12-2026","The Chicago Public Education Fund","2,775","0","0","79","79","0","47","1","1","0","0","0","0","0","1.27%","7","3","4","7","3","4","0","0","0","0","7"
"06-13-2026","The Chicago Public Education Fund","2,775","0","0","77","77","0","42","1","1","0","0","0","0","0","1.3%","2","0","2","2","0","2","0","0","0","0","2"
"06-14-2026","The Chicago Public Education Fund","2,775","0","0","93","93","0","48","0","0","0","0","0","0","0","0%","5","0","5","5","0","5","0","0","0","0","5"
"06-15-2026","The Chicago Public Education Fund","2,782","7","2","3,690","3,690","0","1,728","25","1","0","0","0","24","0","0.68%","18","1","17","18","1","17","0","0","0","0","18"
"06-16-2026","The Chicago Public Education Fund","2,789","7","0","7,819","7,819","0","5,023","721","214","103","7","0","397","0","9.22%","10","2","8","10","2","8","0","0","0","0","10"
"06-17-2026","The Chicago Public Education Fund","2,795","6","0","2,251","2,251","0","1,343","230","54","32","1","0","143","0","10.22%","14","4","10","14","4","10","0","0","0","1","13"
"06-18-2026","The Chicago Public Education Fund","2,797","2","0","1,411","1,411","0","665","65","17","14","0","0","34","0","4.61%","11","1","10","11","1","10","0","0","0","0","11"
"06-19-2026","The Chicago Public Education Fund","2,798","1","1","873","873","0","449","35","12","5","0","0","18","0","4.01%","3","1","2","3","1","2","0","0","0","0","3"
"06-20-2026","The Chicago Public Education Fund","2,799","1","0","317","317","0","208","29","14","4","0","0","11","0","9.15%","4","1","3","4","1","3","0","0","0","0","4"
"06-21-2026","The Chicago Public Education Fund","2,799","0","0","284","284","0","181","13","8","0","0","0","5","0","4.58%","3","0","3","3","0","3","0","0","0","0","3"
"06-22-2026","The Chicago Public Education Fund","2,801","2","1","2,836","2,836","0","1,483","70","15","6","0","0","49","0","2.47%","21","2","19","21","2","19","0","0","0","0","21"
"06-23-2026","The Chicago Public Education Fund","2,803","2","1","1,808","1,808","0","1,008","89","17","4","1","0","67","0","4.92%","14","3","11","14","3","11","0","0","0","0","14"
"06-24-2026","The Chicago Public Education Fund","2,803","0","0","1,295","1,295","0","686","97","18","2","0","5","72","0","7.49%","8","1","7","8","1","7","0","0","0","1","7"
"06-25-2026","The Chicago Public Education Fund","2,802","-1","1","797","797","0","476","26","5","1","0","0","20","0","3.26%","15","2","13","15","2","13","0","0","0","0","15"
"06-26-2026","The Chicago Public Education Fund","2,805","3","0","633","633","0","329","22","3","0","0","4","15","0","3.48%","43","21","22","43","21","22","0","0","0","0","43"
"06-27-2026","The Chicago Public Education Fund","2,806","1","2","746","746","0","321","31","7","7","1","2","14","0","4.16%","47","15","32","47","15","32","0","0","0","1","46"
"06-28-2026","The Chicago Public Education Fund","2,807","1","0","464","464","0","288","24","13","1","0","0","10","0","5.17%","7","1","6","7","1","6","0","0","0","0","7"
"06-29-2026","The Chicago Public Education Fund","2,807","0","1","807","807","0","439","8","2","0","0","0","6","0","0.99%","13","4","9","13","4","9","0","0","0","0","13"
"06-30-2026","The Chicago Public Education Fund","2,807","0","1","1,180","1,180","0","630","33","8","1","0","0","24","0","2.8%","16","6","10","16","6","10","0","0","0","0","16"
"07-01-2026","The Chicago Public Education Fund","2,807","0","0","330","330","0","140","26","3","0","0","0","23","0","7.88%","9","3","6","9","3","6","0","0","0","0","9"
"07-02-2026","The Chicago Public Education Fund","2,807","0","0","125","125","0","69","1","0","0","0","0","1","0","0.8%","11","3","8","11","3","8","0","0","0","0","11"
"07-03-2026","The Chicago Public Education Fund","2,806","-1","1","270","270","0","178","0","0","0","0","0","0","0","0%","8","3","5","8","3","5","0","0","0","0","8"
"07-04-2026","The Chicago Public Education Fund","2,807","1","0","146","146","0","73","7","2","0","0","0","5","0","4.79%","1","0","1","1","0","1","0","0","0","0","1"
"07-05-2026","The Chicago Public Education Fund","2,807","0","0","89","89","0","56","1","1","0","0","0","0","0","1.12%","7","1","6","7","1","6","0","0","0","0","7"
"07-06-2026","The Chicago Public Education Fund","2,808","1","2","1,068","1,068","0","555","0","0","0","0","0","0","0","0%","8","2","6","8","2","6","0","0","0","0","8"
"07-07-2026","The Chicago Public Education Fund","2,809","1","0","653","653","0","434","41","12","2","1","4","22","0","6.28%","4","0","4","4","0","4","0","0","0","0","4"
"07-08-2026","The Chicago Public Education Fund","2,809","0","0","221","221","0","132","25","14","0","0","1","10","0","11.31%","12","2","10","12","2","10","0","0","0","0","12"
"07-09-2026","The Chicago Public Education Fund","2,809","0","0","110","110","0","78","5","1","0","0","0","4","0","4.55%","9","1","8","9","1","8","0","0","0","0","9"
"07-10-2026","The Chicago Public Education Fund","2,809","0","1","222","222","0","128","0","0","0","0","0","0","0","0%","9","1","8","9","1","8","0","0","0","1","8"
"07-11-2026","The Chicago Public Education Fund","2,809","0","0","140","140","0","87","4","1","0","0","0","3","0","2.86%","7","0","7","7","0","7","0","0","0","0","7"
"07-12-2026","The Chicago Public Education Fund","2,809","0","0","109","109","0","73","8","2","0","0","3","3","0","7.34%","8","2","6","8","2","6","0","0","0","0","8"
"07-13-2026","The Chicago Public Education Fund","2,810","1","1","1,976","1,976","0","1,335","36","10","3","1","0","22","0","1.82%","11","1","10","11","1","10","0","0","0","0","11"
"07-14-2026","The Chicago Public Education Fund","2,810","0","0","417","417","0","312","75","15","3","1","2","54","0","17.99%","10","1","9","10","1","9","0","0","0","0","10"
"07-15-2026","The Chicago Public Education Fund","2,817","7","1","9,836","9,836","0","3,402","1","1","0","0","0","0","0","0.01%","65","2","63","65","2","63","0","0","0","1","64"
"07-16-2026","The Chicago Public Education Fund","2,831","14","0","11,710","11,710","0","5,087","1,823","36","12","2","0","1,773","0","15.57%","75","3","72","75","3","72","0","0","0","0","75"
"07-17-2026","The Chicago Public Education Fund","2,833","2","0","1,568","1,568","0","822","712","75","6","1","0","630","0","45.41%","7","1","6","7","1","6","0","0","0","1","6"
"07-18-2026","The Chicago Public Education Fund","2,835","2","0","1,548","1,548","0","675","100","4","4","0","0","92","0","6.46%","21","2","19","21","2","19","0","0","0","0","21"
"07-19-2026","The Chicago Public Education Fund","2,835","0","0","700","700","0","350","166","7","1","0","0","158","0","23.71%","11","2","9","11","2","9","0","0","0","0","11"
"07-20-2026","The Chicago Public Education Fund","2,835","0","1","2,477","2,477","0","1,343","76","2","0","0","0","74","0","3.07%","29","6","23","29","6","23","0","0","0","0","29"
"07-21-2026","The Chicago Public Education Fund","2,843","8","0","2,509","2,509","0","1,468","396","134","58","4","0","200","0","15.78%","20","6","14","20","6","14","0","0","0","0","20"
"07-22-2026","The Chicago Public Education Fund","2,845","2","0","1,245","1,245","0","747","108","31","12","0","0","65","0","8.67%","17","4","13","17","4","13","0","0","0","0","17"
"07-23-2026","The Chicago Public Education Fund","2,846","1","0","616","616","0","397","80","30","12","0","0","38","0","12.99%","8","3","5","8","3","5","0","0","0","1","7"
"07-24-2026","The Chicago Public Education Fund","2,846","0","0","341","341","0","141","52","16","8","0","0","28","0","15.25%","11","2","9","11","2","9","0","0","0","0","11"
"07-25-2026","The Chicago Public Education Fund","2,846","0","0","202","202","0","132","17","4","2","0","0","11","0","8.42%","6","0","6","6","0","6","0","0","0","0","6"
"07-26-2026","The Chicago Public Education Fund","2,846","0","0","160","160","0","104","10","5","1","1","0","3","0","6.25%","8","2","6","8","2","6","0","0","0","0","8"
"07-27-2026","The Chicago Public Education Fund","2,846","0","0","155","155","0","99","2","1","1","0","0","0","0","1.29%","7","1","6","7","1","6","0","0","0","0","7"
"07-28-2026","The Chicago Public Education Fund","2,847","1","1","966","966","0","486","16","3","1","0","0","12","0","1.66%","11","2","9","11","2","9","0","0","0","0","11"
"07-29-2026","The Chicago Public Education Fund","2,848","1","0","874","874","0","576","56","8","1","0","0","47","0","6.41%","12","5","7","12","5","7","0","0","0","0","12"
"07-30-2026","The Chicago Public Education Fund","2,848","0","1","914","914","0","653","37","8","3","0","0","26","0","4.05%","260","49","211","260","49","211","0","0","0","0","260"
"07-31-2026","The Chicago Public Education Fund","2,850","2","0","718","718","0","423","70","25","1","0","0","44","0","9.75%","163","24","139","163","24","139","0","0","0","0","163"
"08-01-2026","The Chicago Public Education Fund","2,850","0","0","267","267","0","182","8","2","0","0","0","6","0","3%","53","13","40","53","13","40","0","0","0","0","53"
"08-02-2026","The Chicago Public Education Fund","2,851","1","0","115","115","0","73","9","3","0","0","0","6","0","7.83%","12","2","10","12","2","10","0","0","0","0","12"
"08-03-2026","The Chicago Public Education Fund","2,852","1","2","1,764","1,764","0","1,098","31","9","0","0","3","19","0","1.76%","305","68","237","305","68","237","0","0","0","0","305"
"08-04-2026","The Chicago Public Education Fund","2,854","2","0","976","976","0","546","43","7","2","0","2","32","0","4.41%","126","25","101","126","25","101","0","0","0","0","126"
"08-05-2026","The Chicago Public Education Fund","2,863","9","1","6,922","6,922","0","3,360","23","2","0","1","2","18","0","0.33%","56","12","44","56","12","44","0","0","0","0","56"
"08-06-2026","The Chicago Public Education Fund","2,866","3","1","3,508","3,508","0","1,842","1,682","90","2","4","21","1,565","0","47.95%","39","5","34","39","5","34","0","0","0","0","39"
